Date,FM,County_FIP
8/19/2020,5,69
8/20/2019,5,69
8/20/2020,5,69
8/21/2019,5,69
8/21/2020,5,69
8/22/2019,5,69
8/22/2020,5,69
8/23/2019,5,69
8/23/2020,5,69
8/24/2019,5,69
8/24/2020,5,69
8/25/2019,5,69
8/25/2020,5,69
8/26/2019,5,69
8/26/2020,5,69
8/27/2019,5,69
8/27/2020,5,69
8/28/2019,5,69
8/28/2020,5,69
8/29/2019,5,69
8/29/2020,5,69
8/30/2019,5,69
8/30/2020,5,69
8/31/2019,5,69
8/31/2020,5,69
9/1/2019,5,69
9/1/2020,5,69
9/2/2019,9,69
9/2/2020,5,69
9/3/2019,5,69
9/3/2020,5,69
9/4/2019,5,69
9/4/2020,5,69
9/5/2019,5,69
9/5/2020,5,69
9/6/2019,5,69
9/6/2020,5,69
9/7/2019,5,69
9/7/2020,5,69
9/8/2019,5,69
9/8/2020,5,69
9/9/2019,5,69
9/9/2020,5,69
9/10/2019,5,69
9/10/2020,5,69
9/11/2019,5,69
9/11/2020,5,69
9/12/2019,5,69
9/12/2020,5,69
9/13/2019,5,69
9/13/2020,5,69
9/14/2019,5,69
9/14/2020,5,69
9/15/2019,5,69
9/15/2020,5,69
9/16/2019,5,69
9/16/2020,5,69
9/17/2019,5,69
9/17/2020,5,69
9/18/2019,5,69
9/18/2020,5,69
9/19/2019,5,69
9/19/2020,5,69
9/20/2019,9,69
9/20/2020,5,69
9/21/2019,5,69
9/21/2020,5,69
9/22/2019,5,69
9/22/2020,5,69
9/23/2019,5,69
9/23/2020,5,69
9/24/2019,5,69
9/24/2020,5,69
9/25/2019,5,69
9/25/2020,5,69
9/26/2019,5,69
9/26/2020,5,69
9/27/2019,5,69
9/27/2020,5,69
9/28/2019,5,69
9/28/2020,5,69
9/29/2019,5,69
9/29/2020,5,69
9/30/2019,5,69
9/30/2020,5,69
10/1/2019,5,69
10/1/2020,5,69
10/2/2019,5,69
10/2/2020,5,69
10/3/2019,5,69
10/3/2020,5,69
10/4/2019,5,69
10/4/2020,5,69
10/5/2019,5,69
10/5/2020,5,69
10/6/2019,5,69
10/6/2020,5,69
10/7/2019,5,69
10/7/2020,5,69
10/8/2019,5,69
10/8/2020,5,69
10/9/2019,5,69
10/9/2020,5,69
10/10/2019,5,69
10/10/2020,5,69
10/11/2019,5,69
10/11/2020,5,69
10/12/2019,5,69
10/12/2020,5,69
10/13/2019,5,69
10/13/2020,5,69
10/14/2019,5,69
10/14/2020,5,69
10/15/2019,5,69
10/15/2020,5,69
10/16/2019,5,69
10/16/2020,5,69
10/17/2019,5,69
10/17/2020,5,69
10/18/2019,5,69
10/18/2020,5,69
10/19/2019,5,69
10/19/2020,5,69
10/20/2019,5,69
10/20/2020,5,69
10/21/2019,5,69
10/21/2020,5,69
10/22/2019,5,69
10/22/2020,5,69
10/23/2019,5,69
10/23/2020,5,69
10/24/2019,5,69
10/24/2020,5,69
10/25/2019,5,69
10/25/2020,5,69
10/26/2019,5,69
10/26/2020,5,69
10/27/2019,5,69
10/27/2020,5,69
10/28/2019,5,69
10/28/2020,5,69
10/29/2019,5,69
10/29/2020,5,69
10/30/2019,5,69
10/30/2020,5,69
10/31/2019,5,69
10/31/2020,5,69
11/1/2019,5,69
11/1/2020,5,69
11/2/2019,5,69
11/2/2020,5,69
11/3/2019,5,69
11/3/2020,5,69
11/4/2019,5,69
11/4/2020,5,69
11/5/2019,5,69
11/5/2020,5,69
11/6/2019,5,69
11/6/2020,9,69
11/7/2019,5,69
11/7/2020,5,69
11/8/2019,5,69
11/8/2020,5,69
11/9/2019,5,69
11/9/2020,5,69
11/10/2019,5,69
11/10/2020,5,69
11/11/2019,5,69
11/11/2020,5,69
11/12/2019,5,69
11/12/2020,5,69
11/13/2019,5,69
11/13/2020,5,69
11/14/2019,5,69
11/14/2020,5,69
11/15/2019,8,69
11/15/2020,5,69
11/16/2019,9,69
11/16/2020,5,69
11/17/2019,9,69
11/17/2020,5,69
11/18/2019,9,69
11/18/2020,5,69
11/19/2019,5,69
11/19/2020,5,69
11/20/2019,5,69
11/20/2020,5,69
11/21/2019,5,69
11/21/2020,5,69
11/22/2019,5,69
11/22/2020,5,69
11/23/2019,5,69
11/23/2020,5,69
11/24/2019,5,69
11/24/2020,5,69
11/25/2019,5,69
11/25/2020,5,69
11/26/2019,5,69
11/26/2020,5,69
11/27/2019,5,69
11/27/2020,5,69
11/28/2019,5,69
11/28/2020,5,69
11/29/2019,5,69
11/29/2020,5,69
11/30/2019,5,69
11/30/2020,5,69
12/1/2019,4,69
12/1/2020,5,69
12/2/2019,5,69
12/2/2020,5,69
12/3/2019,5,69
12/3/2020,5,69
12/4/2019,5,69
12/4/2020,5,69
12/5/2019,5,69
12/5/2020,5,69
12/6/2019,5,69
12/6/2020,5,69
12/7/2019,5,69
12/7/2020,5,69
12/8/2019,5,69
12/8/2020,5,69
12/9/2019,5,69
12/9/2020,5,69
12/10/2019,5,69
12/10/2020,5,69
12/11/2019,5,69
12/11/2020,5,69
12/12/2019,5,69
12/12/2020,5,69
12/13/2019,5,69
12/13/2020,5,69
12/14/2019,5,69
12/14/2020,5,69
12/15/2019,5,69
12/15/2020,5,69
12/16/2019,5,69
12/16/2020,5,69
12/17/2019,5,69
12/17/2020,5,69
12/18/2019,5,69
12/18/2020,5,69
12/19/2019,5,69
12/19/2020,5,69
12/20/2019,5,69
12/20/2020,5,69
12/21/2019,5,69
12/21/2020,5,69
12/22/2019,5,69
12/22/2020,5,69
12/23/2019,5,69
12/23/2020,8,69
12/24/2019,5,69
12/24/2020,5,69
12/25/2019,5,69
12/25/2020,5,69
12/26/2019,5,69
12/26/2020,5,69
12/27/2019,5,69
12/27/2020,5,69
12/28/2019,5,69
12/28/2020,8,69
12/29/2019,5,69
12/29/2020,5,69
12/30/2019,5,69
12/30/2020,5,69
12/31/2019,5,69
12/31/2020,5,69
1/1/2019,5,71
1/1/2020,5,71
1/2/2019,5,71
1/2/2020,5,71
1/3/2019,5,71
1/3/2020,5,71
1/4/2019,5,71
1/4/2020,5,71
1/5/2019,5,71
1/5/2020,5,71
1/6/2019,5,71
1/6/2020,5,71
1/7/2019,5,71
1/7/2020,5,71
1/8/2019,5,71
1/8/2020,5,71
1/9/2019,8,71
1/9/2020,5,71
1/10/2019,5,71
1/10/2020,5,71
1/11/2019,5,71
1/11/2020,5,71
1/12/2019,5,71
1/12/2020,5,71
1/13/2019,5,71
1/13/2020,5,71
1/14/2019,5,71
1/14/2020,5,71
1/15/2019,5,71
1/15/2020,5,71
1/16/2019,5,71
1/16/2020,5,71
1/17/2019,5,71
1/17/2020,5,71
1/18/2019,5,71
1/18/2020,5,71
1/19/2019,5,71
1/19/2020,5,71
1/20/2019,5,71
1/20/2020,5,71
1/21/2019,5,71
1/21/2020,5,71
1/22/2019,5,71
1/22/2020,5,71
1/23/2019,5,71
1/23/2020,5,71
1/24/2019,5,71
1/24/2020,8,71
1/25/2019,5,71
1/25/2020,5,71
1/26/2019,5,71
1/26/2020,5,71
1/27/2019,5,71
1/27/2020,5,71
1/28/2019,5,71
1/28/2020,5,71
1/29/2019,8,71
1/29/2020,5,71
1/30/2019,5,71
1/30/2020,5,71
1/31/2019,5,71
1/31/2020,5,71
2/1/2019,5,71
2/1/2020,5,71
2/2/2019,5,71
2/2/2020,5,71
2/3/2019,5,71
2/3/2020,5,71
2/4/2019,5,71
2/4/2020,5,71
2/5/2019,5,71
2/5/2020,5,71
2/6/2019,5,71
2/6/2020,5,71
2/7/2019,5,71
2/7/2020,5,71
2/8/2019,5,71
2/8/2020,5,71
2/9/2019,5,71
2/9/2020,5,71
2/10/2019,5,71
2/10/2020,5,71
2/11/2019,5,71
2/11/2020,5,71
2/12/2019,5,71
2/12/2020,5,71
2/13/2019,5,71
2/13/2020,5,71
2/14/2019,5,71
2/14/2020,5,71
2/15/2019,5,71
2/15/2020,5,71
2/16/2019,5,71
2/16/2020,5,71
2/17/2019,5,71
2/17/2020,5,71
2/18/2019,5,71
2/18/2020,8,71
2/19/2019,5,71
2/19/2020,5,71
2/20/2019,5,71
2/20/2020,5,71
2/21/2019,5,71
2/21/2020,5,71
2/22/2019,5,71
2/22/2020,5,71
2/23/2019,5,71
2/23/2020,5,71
2/24/2019,5,71
2/24/2020,5,71
2/25/2019,5,71
2/25/2020,5,71
2/26/2019,5,71
2/26/2020,5,71
2/27/2019,5,71
2/27/2020,5,71
2/28/2019,5,71
2/28/2020,5,71
2/29/2020,5,71
3/1/2019,5,71
3/1/2020,5,71
3/2/2019,5,71
3/2/2020,5,71
3/3/2019,5,71
3/3/2020,5,71
3/4/2019,5,71
3/4/2020,9,71
3/5/2019,5,71
3/5/2020,5,71
3/6/2019,5,71
3/6/2020,5,71
3/7/2019,5,71
3/7/2020,5,71
3/8/2019,5,71
3/8/2020,5,71
3/9/2019,5,71
3/9/2020,5,71
3/10/2019,5,71
3/10/2020,5,71
3/11/2019,5,71
3/11/2020,5,71
3/12/2019,5,71
3/12/2020,5,71
3/13/2019,5,71
3/13/2020,5,71
3/14/2019,5,71
3/14/2020,5,71
3/15/2019,5,71
3/15/2020,5,71
3/16/2019,5,71
3/16/2020,5,71
3/17/2019,5,71
3/17/2020,5,71
3/18/2019,5,71
3/18/2020,5,71
3/19/2019,5,71
3/19/2020,5,71
3/20/2019,5,71
3/20/2020,5,71
3/21/2019,5,71
3/21/2020,5,71
3/22/2019,5,71
3/22/2020,5,71
3/23/2019,5,71
3/23/2020,5,71
3/24/2019,5,71
3/24/2020,5,71
3/25/2019,5,71
3/25/2020,5,71
3/26/2019,5,71
3/26/2020,5,71
3/27/2019,5,71
3/27/2020,5,71
3/28/2019,5,71
3/28/2020,5,71
3/29/2019,5,71
3/29/2020,5,71
3/30/2019,5,71
3/30/2020,5,71
3/31/2019,5,71
3/31/2020,5,71
4/1/2019,5,71
4/1/2020,5,71
4/2/2019,5,71
4/2/2020,5,71
4/3/2019,5,71
4/3/2020,5,71
4/4/2019,5,71
4/4/2020,5,71
4/5/2019,5,71
4/5/2020,5,71
4/6/2019,5,71
4/6/2020,5,71
4/7/2019,5,71
4/7/2020,5,71
4/8/2019,5,71
4/8/2020,5,71
4/9/2019,5,71
4/9/2020,5,71
4/10/2019,5,71
4/10/2020,5,71
4/11/2019,5,71
4/11/2020,5,71
4/12/2019,5,71
4/12/2020,5,71
4/13/2019,5,71
4/13/2020,5,71
4/14/2019,5,71
4/14/2020,5,71
4/15/2019,5,71
4/15/2020,5,71
4/16/2019,5,71
4/16/2020,5,71
4/17/2019,5,71
4/17/2020,5,71
4/18/2019,5,71
4/18/2020,5,71
4/19/2019,5,71
4/19/2020,5,71
4/20/2019,5,71
4/20/2020,5,71
4/21/2019,5,71
4/21/2020,5,71
4/22/2019,5,71
4/22/2020,5,71
4/23/2019,5,71
4/23/2020,5,71
4/24/2019,5,71
4/24/2020,5,71
4/25/2019,5,71
4/25/2020,5,71
4/26/2019,5,71
4/26/2020,5,71
4/27/2019,5,71
4/27/2020,5,71
4/28/2019,5,71
4/28/2020,5,71
4/29/2019,5,71
4/29/2020,5,71
4/30/2019,9,71
4/30/2020,5,71
5/1/2019,5,71
5/1/2020,5,71
5/2/2019,5,71
5/2/2020,5,71
5/3/2019,5,71
5/3/2020,5,71
5/4/2019,5,71
5/4/2020,5,71
5/5/2019,5,71
5/5/2020,5,71
5/6/2019,5,71
5/6/2020,5,71
5/7/2019,5,71
5/7/2020,5,71
5/8/2019,5,71
5/8/2020,5,71
5/9/2019,5,71
5/9/2020,5,71
5/10/2019,5,71
5/10/2020,5,71
5/11/2019,5,71
5/11/2020,5,71
5/12/2019,5,71
5/12/2020,5,71
5/13/2019,5,71
5/13/2020,5,71
5/14/2019,5,71
5/14/2020,5,71
5/15/2019,5,71
5/15/2020,5,71
5/16/2019,8,71
5/16/2020,5,71
5/17/2019,5,71
5/17/2020,9,71
5/18/2019,5,71
5/18/2020,5,71
5/19/2019,5,71
5/19/2020,5,71
5/20/2019,7,71
5/20/2020,5,71
5/21/2019,5,71
5/21/2020,9,71
5/22/2019,5,71
5/22/2020,5,71
5/23/2019,5,71
5/23/2020,5,71
5/24/2019,5,71
5/24/2020,5,71
5/25/2019,5,71
5/25/2020,5,71
5/26/2019,5,71
5/26/2020,5,71
5/27/2019,5,71
5/27/2020,5,71
5/28/2019,5,71
5/28/2020,5,71
5/29/2019,5,71
5/29/2020,5,71
5/30/2019,5,71
5/30/2020,5,71
5/31/2019,5,71
5/31/2020,5,71
6/1/2019,5,71
6/1/2020,5,71
6/2/2019,5,71
6/2/2020,5,71
6/3/2019,5,71
6/3/2020,5,71
6/4/2019,5,71
6/4/2020,5,71
6/5/2019,5,71
6/5/2020,5,71
6/6/2019,5,71
6/6/2020,5,71
6/7/2019,5,71
6/7/2020,5,71
6/8/2019,5,71
6/8/2020,8,71
6/9/2019,5,71
6/9/2020,9,71
6/10/2019,5,71
6/10/2020,9,71
6/11/2019,5,71
6/11/2020,5,71
6/12/2019,5,71
6/12/2020,5,71
6/13/2019,5,71
6/13/2020,5,71
6/14/2019,5,71
6/14/2020,8,71
6/15/2019,5,71
6/15/2020,5,71
6/16/2019,5,71
6/16/2020,5,71
6/17/2019,5,71
6/17/2020,5,71
6/18/2019,5,71
6/18/2020,5,71
6/19/2019,5,71
6/19/2020,5,71
6/20/2019,5,71
6/20/2020,5,71
6/21/2019,5,71
6/21/2020,5,71
6/22/2019,5,71
6/22/2020,8,71
6/23/2019,5,71
6/23/2020,5,71
6/24/2019,5,71
6/24/2020,5,71
6/25/2019,5,71
6/25/2020,5,71
6/26/2019,5,71
6/26/2020,5,71
6/27/2019,5,71
6/27/2020,5,71
6/28/2019,5,71
6/28/2020,5,71
6/29/2019,5,71
6/29/2020,5,71
6/30/2019,5,71
6/30/2020,5,71
7/1/2019,5,71
7/1/2020,5,71
7/2/2019,5,71
7/2/2020,5,71
7/3/2019,5,71
7/3/2020,5,71
7/4/2019,5,71
7/4/2020,5,71
7/5/2019,5,71
7/5/2020,5,71
7/6/2019,5,71
7/6/2020,5,71
7/7/2019,5,71
7/7/2020,5,71
7/8/2019,5,71
7/8/2020,5,71
7/9/2019,5,71
7/9/2020,5,71
7/10/2019,5,71
7/10/2020,5,71
7/11/2019,5,71
7/11/2020,5,71
7/12/2019,5,71
7/12/2020,5,71
7/13/2019,5,71
7/13/2020,9,71
7/14/2019,5,71
7/14/2020,5,71
7/15/2019,5,71
7/15/2020,5,71
7/16/2019,5,71
7/16/2020,5,71
7/17/2019,5,71
7/17/2020,8,71
7/18/2019,5,71
7/18/2020,5,71
7/19/2019,5,71
7/19/2020,9,71
7/20/2019,5,71
7/20/2020,5,71
7/21/2019,5,71
7/21/2020,7,71
7/22/2019,5,71
7/22/2020,5,71
7/23/2019,5,71
7/23/2020,5,71
7/24/2019,5,71
7/24/2020,5,71
7/25/2019,5,71
7/25/2020,5,71
7/26/2019,5,71
7/26/2020,5,71
7/27/2019,5,71
7/27/2020,5,71
7/28/2019,9,71
7/28/2020,5,71
7/29/2019,5,71
7/29/2020,5,71
7/30/2019,5,71
7/30/2020,5,71
7/31/2019,5,71
7/31/2020,5,71
8/1/2019,5,71
8/1/2020,9,71
8/2/2019,5,71
8/2/2020,9,71
8/3/2019,5,71
8/3/2020,9,71
8/4/2019,5,71
8/4/2020,9,71
8/5/2019,5,71
8/5/2020,9,71
8/6/2019,5,71
8/6/2020,9,71
8/7/2019,5,71
8/7/2020,5,71
8/8/2019,5,71
8/8/2020,8,71
8/9/2019,5,71
8/9/2020,5,71
8/10/2019,5,71
8/10/2020,9,71
8/11/2019,5,71
8/11/2020,5,71
8/12/2019,5,71
8/12/2020,9,71
8/13/2019,5,71
8/13/2020,5,71
8/14/2019,5,71
8/14/2020,5,71
8/15/2019,5,71
8/15/2020,5,71
8/16/2019,5,71
8/16/2020,9,71
8/17/2019,5,71
8/17/2020,9,71
8/18/2019,5,71
8/18/2020,5,71
8/19/2019,5,71
8/19/2020,5,71
8/20/2019,5,71
8/20/2020,5,71
8/21/2019,5,71
8/21/2020,5,71
8/22/2019,5,71
8/22/2020,5,71
8/23/2019,5,71
8/23/2020,5,71
8/24/2019,5,71
8/24/2020,5,71
8/25/2019,5,71
8/25/2020,5,71
8/26/2019,5,71
8/26/2020,5,71
8/27/2019,5,71
8/27/2020,5,71
8/28/2019,5,71
8/28/2020,5,71
8/29/2019,5,71
8/29/2020,5,71
8/30/2019,5,71
8/30/2020,5,71
8/31/2019,5,71
8/31/2020,5,71
9/1/2019,5,71
9/1/2020,5,71
9/2/2019,5,71
9/2/2020,5,71
9/3/2019,5,71
9/3/2020,5,71
9/4/2019,5,71
9/4/2020,5,71
9/5/2019,5,71
9/5/2020,9,71
9/6/2019,5,71
9/6/2020,9,71
9/7/2019,5,71
9/7/2020,9,71
9/8/2019,5,71
9/8/2020,9,71
9/9/2019,5,71
9/9/2020,9,71
9/10/2019,5,71
9/10/2020,9,71
9/11/2019,5,71
9/11/2020,9,71
9/12/2019,5,71
9/12/2020,9,71
9/13/2019,5,71
9/13/2020,9,71
9/14/2019,5,71
9/14/2020,9,71
9/15/2019,5,71
9/15/2020,9,71
9/16/2019,5,71
9/16/2020,9,71
9/17/2019,5,71
9/17/2020,9,71
9/18/2019,5,71
9/18/2020,9,71
9/19/2019,5,71
9/19/2020,9,71
9/20/2019,5,71
9/20/2020,9,71
9/21/2019,5,71
9/21/2020,5,71
9/22/2019,5,71
9/22/2020,5,71
9/23/2019,5,71
9/23/2020,5,71
9/24/2019,5,71
9/24/2020,5,71
9/25/2019,5,71
9/25/2020,9,71
9/26/2019,5,71
9/26/2020,5,71
9/27/2019,5,71
9/27/2020,8,71
9/28/2019,5,71
9/28/2020,9,71
9/29/2019,5,71
9/29/2020,5,71
9/30/2019,5,71
9/30/2020,5,71
10/1/2019,5,71
10/1/2020,5,71
10/2/2019,5,71
10/2/2020,9,71
10/3/2019,5,71
10/3/2020,5,71
10/4/2019,5,71
10/4/2020,5,71
10/5/2019,5,71
10/5/2020,5,71
10/6/2019,5,71
10/6/2020,5,71
10/7/2019,5,71
10/7/2020,5,71
10/8/2019,5,71
10/8/2020,5,71
10/9/2019,5,71
10/9/2020,5,71
10/10/2019,5,71
10/10/2020,5,71
10/11/2019,5,71
10/11/2020,5,71
10/12/2019,5,71
10/12/2020,5,71
10/13/2019,5,71
10/13/2020,5,71
10/14/2019,5,71
10/14/2020,5,71
10/15/2019,5,71
10/15/2020,5,71
10/16/2019,5,71
10/16/2020,5,71
10/17/2019,5,71
10/17/2020,5,71
10/18/2019,5,71
10/18/2020,5,71
10/19/2019,5,71
10/19/2020,5,71
10/20/2019,5,71
10/20/2020,5,71
10/21/2019,5,71
10/21/2020,5,71
10/22/2019,5,71
10/22/2020,5,71
10/23/2019,5,71
10/23/2020,5,71
10/24/2019,9,71
10/24/2020,5,71
10/25/2019,5,71
10/25/2020,5,71
10/26/2019,5,71
10/26/2020,9,71
10/27/2019,5,71
10/27/2020,9,71
10/28/2019,5,71
10/28/2020,5,71
10/29/2019,5,71
10/29/2020,5,71
10/30/2019,5,71
10/30/2020,5,71
10/31/2019,5,71
10/31/2020,5,71
11/1/2019,5,71
11/1/2020,5,71
11/2/2019,5,71
11/2/2020,5,71
11/3/2019,5,71
11/3/2020,5,71
11/4/2019,5,71
11/4/2020,5,71
11/5/2019,5,71
11/5/2020,5,71
11/6/2019,5,71
11/6/2020,5,71
11/7/2019,5,71
11/7/2020,5,71
11/8/2019,5,71
11/8/2020,5,71
11/9/2019,5,71
11/9/2020,5,71
11/10/2019,5,71
11/10/2020,5,71
11/11/2019,5,71
11/11/2020,5,71
11/12/2019,5,71
11/12/2020,5,71
11/13/2019,5,71
11/13/2020,5,71
11/14/2019,5,71
11/14/2020,5,71
11/15/2019,5,71
11/15/2020,5,71
11/16/2019,5,71
11/16/2020,5,71
11/17/2019,5,71
11/17/2020,5,71
11/18/2019,5,71
11/18/2020,5,71
11/19/2019,5,71
11/19/2020,5,71
11/20/2019,5,71
11/20/2020,5,71
11/21/2019,5,71
11/21/2020,5,71
11/22/2019,5,71
11/22/2020,5,71
11/23/2019,5,71
11/23/2020,5,71
11/24/2019,5,71
11/24/2020,5,71
11/25/2019,5,71
11/25/2020,5,71
11/26/2019,5,71
11/26/2020,5,71
11/27/2019,5,71
11/27/2020,5,71
11/28/2019,5,71
11/28/2020,5,71
11/29/2019,5,71
11/29/2020,5,71
11/30/2019,5,71
11/30/2020,5,71
12/1/2019,5,71
12/1/2020,5,71
12/2/2019,5,71
12/2/2020,5,71
12/3/2019,5,71
12/3/2020,9,71
12/4/2019,5,71
12/4/2020,5,71
12/5/2019,5,71
12/5/2020,5,71
12/6/2019,5,71
12/6/2020,5,71
12/7/2019,5,71
12/7/2020,5,71
12/8/2019,5,71
12/8/2020,5,71
12/9/2019,5,71
12/9/2020,5,71
12/10/2019,5,71
12/10/2020,5,71
12/11/2019,5,71
12/11/2020,5,71
12/12/2019,5,71
12/12/2020,5,71
12/13/2019,5,71
12/13/2020,5,71
12/14/2019,5,71
12/14/2020,5,71
12/15/2019,5,71
12/15/2020,5,71
12/16/2019,5,71
12/16/2020,5,71
12/17/2019,5,71
12/17/2020,5,71
12/18/2019,5,71
12/18/2020,5,71
12/19/2019,5,71
12/19/2020,5,71
12/20/2019,5,71
12/20/2020,5,71
12/21/2019,5,71
12/21/2020,5,71
12/22/2019,5,71
12/22/2020,5,71
12/23/2019,5,71
12/23/2020,5,71
12/24/2019,5,71
12/24/2020,5,71
12/25/2019,5,71
12/25/2020,5,71
12/26/2019,5,71
12/26/2020,9,71
12/27/2019,5,71
12/27/2020,5,71
12/28/2019,5,71
12/28/2020,5,71
12/29/2019,5,71
12/29/2020,5,71
12/30/2019,5,71
12/30/2020,9,71
12/31/2019,5,71
12/31/2020,5,71
1/1/2019,5,73
1/1/2020,5,73
1/2/2019,5,73
1/2/2020,5,73
1/3/2019,8,73
1/3/2020,5,73
1/4/2019,5,73
1/4/2020,5,73
1/5/2019,5,73
1/5/2020,5,73
1/6/2019,5,73
1/6/2020,5,73
1/7/2019,9,73
1/7/2020,5,73
1/8/2019,5,73
1/8/2020,5,73
1/9/2019,5,73
1/9/2020,5,73
1/10/2019,5,73
1/10/2020,5,73
1/11/2019,5,73
1/11/2020,5,73
1/12/2019,5,73
1/12/2020,5,73
1/13/2019,5,73
1/13/2020,8,73
1/14/2019,5,73
1/14/2020,5,73
1/15/2019,5,73
1/15/2020,8,73
1/16/2019,5,73
1/16/2020,9,73
1/17/2019,5,73
1/17/2020,5,73
1/18/2019,5,73
1/18/2020,5,73
1/19/2019,5,73
1/19/2020,5,73
1/20/2019,5,73
1/20/2020,5,73
1/21/2019,5,73
1/21/2020,5,73
1/22/2019,5,73
1/22/2020,5,73
1/23/2019,5,73
1/23/2020,5,73
1/24/2019,5,73
1/24/2020,5,73
1/25/2019,5,73
1/25/2020,5,73
1/26/2019,5,73
1/26/2020,5,73
1/27/2019,5,73
1/27/2020,5,73
1/28/2019,5,73
1/28/2020,5,73
1/29/2019,8,73
1/29/2020,5,73
1/30/2019,5,73
1/30/2020,5,73
1/31/2019,5,73
1/31/2020,5,73
2/1/2019,5,73
2/1/2020,5,73
2/2/2019,5,73
2/2/2020,5,73
2/3/2019,5,73
2/3/2020,5,73
2/4/2019,5,73
2/4/2020,5,73
2/5/2019,5,73
2/5/2020,8,73
2/6/2019,5,73
2/6/2020,9,73
2/7/2019,5,73
2/7/2020,9,73
2/8/2019,8,73
2/8/2020,5,73
2/9/2019,5,73
2/9/2020,5,73
2/10/2019,5,73
2/10/2020,5,73
2/11/2019,8,73
2/11/2020,5,73
2/12/2019,5,73
2/12/2020,5,73
2/13/2019,5,73
2/13/2020,5,73
2/14/2019,5,73
2/14/2020,5,73
2/15/2019,5,73
2/15/2020,5,73
2/16/2019,5,73
2/16/2020,5,73
2/17/2019,5,73
2/17/2020,8,73
2/18/2019,5,73
2/18/2020,5,73
2/19/2019,8,73
2/19/2020,5,73
2/20/2019,5,73
2/20/2020,5,73
2/21/2019,5,73
2/21/2020,5,73
2/22/2019,5,73
2/22/2020,5,73
2/23/2019,5,73
2/23/2020,5,73
2/24/2019,5,73
2/24/2020,5,73
2/25/2019,5,73
2/25/2020,5,73
2/26/2019,5,73
2/26/2020,5,73
2/27/2019,5,73
2/27/2020,5,73
2/28/2019,5,73
2/28/2020,5,73
2/29/2020,5,73
3/1/2019,5,73
3/1/2020,5,73
3/2/2019,5,73
3/2/2020,5,73
3/3/2019,5,73
3/3/2020,5,73
3/4/2019,5,73
3/4/2020,5,73
3/5/2019,5,73
3/5/2020,5,73
3/6/2019,5,73
3/6/2020,9,73
3/7/2019,5,73
3/7/2020,5,73
3/8/2019,5,73
3/8/2020,5,73
3/9/2019,5,73
3/9/2020,5,73
3/10/2019,5,73
3/10/2020,5,73
3/11/2019,5,73
3/11/2020,5,73
3/12/2019,5,73
3/12/2020,5,73
3/13/2019,5,73
3/13/2020,5,73
3/14/2019,5,73
3/14/2020,5,73
3/15/2019,5,73
3/15/2020,5,73
3/16/2019,5,73
3/16/2020,5,73
3/17/2019,5,73
3/17/2020,5,73
3/18/2019,8,73
3/18/2020,5,73
3/19/2019,8,73
3/19/2020,5,73
3/20/2019,5,73
3/20/2020,5,73
3/21/2019,5,73
3/21/2020,5,73
3/22/2019,5,73
3/22/2020,5,73
3/23/2019,5,73
3/23/2020,5,73
3/24/2019,5,73
3/24/2020,5,73
3/25/2019,5,73
3/25/2020,5,73
3/26/2019,5,73
3/26/2020,5,73
3/27/2019,5,73
3/27/2020,5,73
3/28/2019,5,73
3/28/2020,5,73
3/29/2019,5,73
3/29/2020,5,73
3/30/2019,5,73
3/30/2020,5,73
3/31/2019,5,73
3/31/2020,5,73
4/1/2019,8,73
4/1/2020,5,73
4/2/2019,5,73
4/2/2020,5,73
4/3/2019,5,73
4/3/2020,5,73
4/4/2019,5,73
4/4/2020,5,73
4/5/2019,5,73
4/5/2020,5,73
4/6/2019,5,73
4/6/2020,5,73
4/7/2019,5,73
4/7/2020,5,73
4/8/2019,5,73
4/8/2020,5,73
4/9/2019,5,73
4/9/2020,5,73
4/10/2019,9,73
4/10/2020,5,73
4/11/2019,5,73
4/11/2020,5,73
4/12/2019,5,73
4/12/2020,5,73
4/13/2019,5,73
4/13/2020,5,73
4/14/2019,5,73
4/14/2020,5,73
4/15/2019,5,73
4/15/2020,5,73
4/16/2019,5,73
4/16/2020,5,73
4/17/2019,5,73
4/17/2020,5,73
4/18/2019,5,73
4/18/2020,5,73
4/19/2019,5,73
4/19/2020,5,73
4/20/2019,5,73
4/20/2020,5,73
4/21/2019,5,73
4/21/2020,5,73
4/22/2019,5,73
4/22/2020,5,73
4/23/2019,5,73
4/23/2020,5,73
4/24/2019,5,73
4/24/2020,5,73
4/25/2019,5,73
4/25/2020,5,73
4/26/2019,5,73
4/26/2020,5,73
4/27/2019,5,73
4/27/2020,5,73
4/28/2019,5,73
4/28/2020,5,73
4/29/2019,5,73
4/29/2020,5,73
4/30/2019,5,73
4/30/2020,5,73
5/1/2019,5,73
5/1/2020,5,73
5/2/2019,5,73
5/2/2020,5,73
5/3/2019,5,73
5/3/2020,5,73
5/4/2019,5,73
5/4/2020,5,73
5/5/2019,5,73
5/5/2020,5,73
5/6/2019,5,73
5/6/2020,5,73
5/7/2019,5,73
5/7/2020,5,73
5/8/2019,5,73
5/8/2020,5,73
5/9/2019,5,73
5/9/2020,5,73
5/10/2019,5,73
5/10/2020,5,73
5/11/2019,5,73
5/11/2020,5,73
5/12/2019,5,73
5/12/2020,5,73
5/13/2019,5,73
5/13/2020,5,73
5/14/2019,5,73
5/14/2020,5,73
5/15/2019,5,73
5/15/2020,5,73
